,date,startup_name,industry_vertical,subvertical,city,investor,investment_type,amount,year,month
2826,2015-10-04,whatfix,how-to-guides,,bengaluru,"helion venture partner, powerhouse ventures, gsf and other angel investors",seed,74673000.0,2015,10
2827,2015-10-04,immi life,mobile health tech,,chennai,unitus seed fund,seed,,2015,10
2828,2015-11-04,zomato,restaurant reviews,,gurgaon,info edge (india),private equity,2074250000.0,2015,11
2829,2015-04-13,zopnow,online grocer,,bengaluru,"dragoneer investment, accel, qualcomm ventures, times internet",private equity,829700000.0,2015,4
2830,2015-04-13,nayi disha,ed-tech,,new delhi,"ajay relan,",seed,24891000.0,2015,4
2831,2015-04-13,the porter,logistics tech,,mumbai,kae capital,seed,41485000.0,2015,4
2832,2015-04-13,commeasure,online hotel booking,,noida,jungle ventures,seed,82970000.0,2015,4
2833,2015-04-13,capricoast,online kitchen furniture,,bengaluru,accel,seed,103712500.0,2015,4
2834,2015-04-14,localoye,hyper-local online services,,mumbai,"tiger global management, lightspeed venture partners",private equity,414850000.0,2015,4
2835,2015-04-15,grofers,hyper-local online/mobile grocery,,gurgaon,"tiger global, sequoia capital",private equity,2903950000.0,2015,4
2836,2015-04-15,peppertap,hyper-local online/mobile grocery,,gurgaon,"saif partners, sequoia capital",private equity,829700000.0,2015,4
2837,2015-04-15,policybazaar,online policy aggregator,,gurgaon,"premjiinvest, tiger global, ribbit capital",private equity,3318800000.0,2015,4
2838,2015-04-16,urban company,hyperlocal mobile services marketplace,,new delhi,"saif partners, accel, kunal bahl, rohit bansal",seed,132752000.0,2015,4
2839,2015-04-16,taskbob,ondemand\\nmobile handyman services,,mumbai,"orios venture partners, mayfield india",seed,99564000.0,2015,4
2840,2015-04-17,robosoft,mobile app development,,udupi,"ascent capital, kalaari capital",private equity,995640000.0,2015,4
2841,2015-04-18,doormint,on-demand handyman services,,mumbai,powai lake ventures,seed,,2015,4
2842,2015-04-20,vyomo,beauty & wellness mobile app,,gurgaon,youwecan ventures,seed,,2015,4
2843,2015-04-20,pastiwala,material collection & recycling,,vadodara,agnus capital,private equity,331880000.0,2015,4
2844,2015-04-20,1mg,online pharmacy & drug db,,gurgaon,"deep kalra, sequoia capital, omidyar network, intel capital & kae capital",private equity,497820000.0,2015,4
2845,2015-04-20,freshdesk,online / mobile customer support,,chennai,"tiger global, google capital & accel",private equity,4148500000.0,2015,4
2846,2015-04-20,sulekha.com,online classifieds & listings,,chennai,gic ventures,private equity,2323160000.0,2015,4
2847,2015-04-22,findyahan,hyperlocal services marketplace,,new delhi,the phoenix fund,private equity,,2015,4
2848,2015-04-22,eat.shop.love,fashion ecommerce,,bengaluru,undisclosed,private equity,290395000.0,2015,4
2849,2015-04-22,avanti learning,private coaching centers,,new delhi,"michael & susan dell foundation, pearson learning fund",private equity,124455000.0,2015,4
2850,2015-04-23,simplilearn,online certification courses,,bengaluru,"mayfield ventures, kalaari capital, helion ventures",private equity,1244550000.0,2015,4
2851,2015-04-23,craftsvilla,ethnic product ecommerce,,mumbai,"sequoia capital, nexus venture partners, lightspeed ventures, gfc",private equity,1493460000.0,2015,4
2852,2015-04-23,headout,last minute travel deals mobile marketplace,,india/us,"version one ventures, 500 startups, nexus venture partners and arena ventures",seed,149346000.0,2015,4
2853,2015-04-23,happay,usiness expense management,,bengaluru,angelprime,seed,41485000.0,2015,4
2854,2015-04-23,jugnoo,auto rickshaw based logistics,,chandigarh,"rakesh mathur, vikas taneja & others",seed,82970000.0,2015,4
2855,2015-04-23,eazydiner,restaurant reservation app,,new delhi,"deepak shahdadpuri, gulpreet kohli",seed,,2015,4
2856,2015-04-23,phone warrior,spam call block app,,new delhi,lightspeed ventures,seed,,2015,4
2857,2015-04-24,coverfox,online insurance aggregator,,mumbai,"accel us, accel, saif partners",private equity,995640000.0,2015,4
2858,2015-04-27,torqus,restaurant management platform,,pune,s s mukherji & others,seed,29039500.0,2015,4
2859,2015-04-27,grab,food logistics & delivery,,mumbai,"oliphans capital, haresh chawla",seed,82970000.0,2015,4
2860,2015-04-27,logicroots,interactive educational games,,jaipur,"ah! ventures, calcutta angels,\\xc2\\xa0 91springboard",seed,33188000.0,2015,4
2861,2015-04-27,gibbs,clean tech,,new delhi,infuse ventures fund,private equity,,2015,4
2862,2015-04-28,babajobs,grey collar job board,,bengaluru,seek ltd & affiliates,private equity,829700000.0,2015,4
2863,2015-04-28,urban ladder,online furniture ecommerce,,bengaluru,"anand rajaraman, venky harinarayan",private equity,,2015,4
2864,2015-04-28,jay robotix,robotic program learning,,hyderabad,cross border angels & others,seed,20742500.0,2015,4
2865,2015-04-28,naaptol.com,tele-shopping / ecommerce,,mumbai,mitsui & co & existing investors,private equity,1783855000.0,2015,4
2866,2015-04-29,reglobe,used gadgets buy / refurbishing,,gurgaon,"bessemer ventures, blume ventures",seed,82970000.0,2015,4
2867,2015-04-29,icertis,cloud enterprise software,,india/us,"greycroft partners, fidelity growth partners",private equity,497820000.0,2015,4
2868,2015-04-29,tracxn,startup analytics platform,,bengaluru,saif partners,private equity,290395000.0,2015,4
2869,2015-04-29,dazo,mobile food ordering app,,bengaluru,"sumit jain, aprameya radhakrishna, alok goel, rajan anandan, amit agrawal, vinay goel, gaurav munjal, ashish dev kapur",seed,,2015,4
2870,2015-04-29,tradelab,financial markets software,,bengaluru,rainmatter,seed,33188000.0,2015,4
2871,2015-04-29,piqube,hiring analytics platform,,chennai,the hr fund,seed,41485000.0,2015,4
2872,2015-04-29,travel triangle,online travel marketplace,,noida,"bessemer venture partners, saif partners",private equity,663760000.0,2015,4
2873,2015-02-03,trulymadly.com,,,,"helion venture partners, kae capital",private equity,456335000.0,2015,2
2874,2015-02-03,instalively,,,,group of angel investors,seed,9956400.0,2015,2
2875,2015-03-03,vserv,,,,"maverick capital, idg ventures india",private equity,1244550000.0,2015,3
2876,2015-03-03,intruo.com,,,,"ashutosh lawania, alok goel & others",seed,,2015,3
2877,2015-05-03,niffler,,,,saif partners,seed,82970000.0,2015,5
2878,2015-05-03,customfurnish.com,,,,"madhukar gangadi, satish reddy, srini raju, srini koppolu & sidbi",private equity,207425000.0,2015,5
2879,2015-06-03,mapmygenome,,,,rajan anandan & other angel investors,private equity,99564000.0,2015,6
2880,2015-09-03,crowdfire (formerly justunfollow),,,,kalaari capital,private equity,207425000.0,2015,9
2881,2015-09-03,bite club,,,,"powai lake ventures, aneesh reddy, ashish kashyap, alok mittal",seed,41485000.0,2015,9
2882,2015-10-03,localbanya,,,,shrem strategies,private equity,,2015,10
2883,2015-11-03,appedo,,,,undisclosed,seed,82970000.0,2015,11
2884,2015-11-03,fitraq.com,,,,tarun arora,seed,12445500.0,2015,11
2885,2015-11-03,chargebee,,,,"tiger global, accel",private equity,414850000.0,2015,11
2886,2015-11-03,groupon india,,,,sequoia capital,private equity,1659400000.0,2015,11
2887,2015-12-03,process 9,,,,"ian ventures, alok sharma, kris gopalakrishnan, saurabh srivastava, ajai chowdhry",seed,,2015,12
2888,2015-12-03,moonfrog labs,,,,"tiger global, sequoia capital.",private equity,1244550000.0,2015,12
2889,2015-03-13,foodpanda,,,,rocket internet ag & others,private equity,9126700000.0,2015,3
2890,2015-03-13,paytm,,,,ratan tata,private equity,,2015,3
2891,2015-03-13,diabetomics,,,,"ventureeast,\\xc2\\xa0 varaprasad reddy",private equity,414850000.0,2015,3
2892,2015-03-13,qyk,,,,"powai lake ventures, zishan hayath, abhishek goyal, sahil barua",seed,,2015,3
2893,2015-03-14,daily rounds,,,,"kae capital, gsf, teruhide sato",seed,41485000.0,2015,3
2894,2015-03-14,orobind,,,,"zishaan hayath, lalit mangal, harpreet singh grover",seed,16594000.0,2015,3
2895,2015-03-14,routofy,,,,"kunal bahl, rohit bansal",seed,,2015,3
2896,2015-03-16,digital gorkha,,,,ramesh kavediya,seed,13773020.0,2015,3
2897,2015-03-16,nestaway,,,,"idg ventures, naveen tewari",seed,107861000.0,2015,3
2898,2015-03-16,the better india,,,,i-cube-n,seed,13773020.0,2015,3
2899,2015-03-16,meru cabs,,,,value fund advisors,private equity,4148500000.0,2015,3
2900,2015-03-17,golflan,,,,yournest angel fund,seed,,2015,3
2901,2015-03-18,drivestream,,,,wipro,private equity,414850000.0,2015,3
2902,2015-03-18,wwhere,,,,group of angel investors,seed,16594000.0,2015,3
2903,2015-03-18,gojavas,,,,snapdeal,private equity,,2015,3
2904,2015-03-19,tripoto,,,,"idg ventures, outbox ventures",private equity,165940000.0,2015,3
2905,2015-03-19,graphic india,,,,"ca media lp,\\xc2\\xa0 start media.",seed,232316000.0,2015,3
2906,2015-03-20,harness handitouch,,,,armat group,private equity,,2015,3
2907,2015-03-20,lets corp,,,,wu chay chin,seed,248910000.0,2015,3
2908,2015-03-20,collatebox,,,,letsventure,seed,14934600.0,2015,3
2909,2015-03-20,mahindra first choice,,,,valiant capital,private equity,1244550000.0,2015,3
2910,2015-03-21,round one,,,,"ht media, arun duggal",seed,,2015,3
2911,2015-03-23,razorpay,,,,y combinator,seed,9956400.0,2015,3
2912,2015-03-23,mosambee,,,,rvcf and sidbi,private equity,,2015,3
2913,2015-03-24,furlenco,,,,lightbox ventures,private equity,497820000.0,2015,3
2914,2015-03-24,cubito,,,,sol primero,seed,13275200.0,2015,3
2915,2015-03-25,teabox,,,,"jafco asia, keystone group, dragoneer investment, accel",private equity,497820000.0,2015,3
2916,2015-03-25,artoo,,,,"accion venture labs, rianta capital",private equity,41485000.0,2015,3
2917,2015-03-25,fxkart.com,,,,"dr mushtaq shah, dr faraz naqvi",seed,165940000.0,2015,3
2918,2015-03-25,rozgar mela,,,,"impact investment holding, upaya social ventures",seed,,2015,3
2919,2015-03-25,oyo,,,,"greenoaks capital, sequoia capital, lightspeed ventures",private equity,2074250000.0,2015,3
2920,2015-03-26,roposo.com,,,,"tiger global management, indian quotient, binny bansal",private equity,414850000.0,2015,3
2921,2015-03-26,teewe,,,,"sequoia capital, india quotient",seed,145197500.0,2015,3
2922,2015-03-26,epoise,,,,undisclosed,seed,,2015,3
2923,2015-03-27,urjas,,,,solidarity venture capital & others,seed,8297000.0,2015,3
2924,2015-03-27,chargein,,,,pittie group,seed,8297000.0,2015,3
2925,2015-03-28,yogurt labs,,,,"nick adams, kiran bhat, family pot investments llp",seed,9541550.0,2015,3
2926,2015-03-28,limeroad,,,,"tiger global, matrix partners, lightspeed venture partners",private equity,2489100000.0,2015,3
2927,2015-03-28,team indus,,,,"nandan nilekani, rajiv mody, ajai chowdhary",private equity,124455000.0,2015,3
2928,2015-03-30,arohan financial services,,,,tano capital,private equity,829700000.0,2015,3
2929,2015-03-30,billdesk,,,,ta associates,private equity,6222750000.0,2015,3
2930,2015-03-31,triphobo,,,,"mayfield ventures, kalaari capital",private equity,248910000.0,2015,3
2931,2015-03-31,aryaka,,,,"trinity ventures, interwest partners, mohr davidow ventures, presidio ventures",private equity,1327520000.0,2015,3
2932,2015-03-31,appsdaily,,,,"zodius capital, ru-net, kalaari capital,\\xc2\\xa0 qualcomm ventures",private equity,1327520000.0,2015,3
2933,2015-02-02,faaya,,,,group of angel investors,seed,1377302.0,2015,2
2934,2015-02-02,instabounce,,,,group of angel investors,seed,1377302.0,2015,2
2935,2015-02-02,chloroplast foods,,,,group of angel investors,seed,1377302.0,2015,2
2936,2015-02-02,dealwithus,,,,group of angel investors,seed,1377302.0,2015,2
2937,2015-02-02,cleversharks,,,,group of angel investors,seed,1377302.0,2015,2
2938,2015-02-02,leaf,,,,group of angel investors,seed,1377302.0,2015,2
2939,2015-02-02,smartpocket,,,,"sol primero, rajiv mehta",seed,20742500.0,2015,2
2940,2015-02-02,yumist,,,,orios venture partner,private equity,82970000.0,2015,2
2941,2015-02-02,nowfloats,,,,omidyar network,private equity,,2015,2
2942,2015-02-02,firstcry,,,,valiant capital partners,private equity,2157220000.0,2015,2
2943,2015-02-02,holachef,,,,india quotient,seed,26965250.0,2015,2
2944,2015-03-02,frsh.co.in,,,,"india quotient, kae capital",seed,42978460.0,2015,3
2945,2015-03-02,manthan,,,,"temasek, norwest venture partners",private equity,4978200000.0,2015,3
2946,2015-05-02,kobster.com,,,,splice advisors,seed,,2015,5
2947,2015-05-02,culture machine,,,,"tiger global, times internet, zodius capital",private equity,1493460000.0,2015,5
2948,2015-05-02,paytm,,,,ant financial services (alipay),private equity,,2015,5
2949,2015-05-02,aisle.co,,,,"anand vijay, shashank mehrotra & others",seed,8297000.0,2015,5
2950,2015-06-02,freecharge,,,,"valiant capital, tybourne capital, sequoia capital, runet and sofina",private equity,6637600000.0,2015,6
2951,2015-06-02,newshunt,,,,"falcon edge capital, matrix partners india, sequoia capital india and omidyar network",private equity,3318800000.0,2015,6
2952,2015-09-02,mynoticeperiod,,,,idg ventures,private equity,248910000.0,2015,9
2953,2015-09-02,cardekho.com,,,,ratan tata,private equity,,2015,9
2954,2015-09-02,faasos,,,,lightbox ventures,private equity,1659400000.0,2015,9
2955,2015-10-02,cartrade.com,,,,chip perry,private equity,,2015,10
2956,2015-10-02,storeking,,,,mangrove capital partners,private equity,,2015,10
2957,2015-11-02,capital float,,,,"saif partners, sequoia capital, aspada",private equity,1078610000.0,2015,11
2958,2015-11-02,nimble wireless,,,,angelprime,seed,248910000.0,2015,11
2959,2015-11-02,townscript,,,,group of angel investors,seed,,2015,11
2960,2015-11-02,findyahan,,,,"karan bajwa, parvesh bareja , sunjay kapur, amanpreet bajaj",seed,,2015,11
2961,2015-12-02,stayzilla,,,,"nexus venture partners, matrix partners",private equity,1659400000.0,2015,12
2962,2015-12-02,practo,,,,"sequoia capital, matrix partners",private equity,2489100000.0,2015,12
2963,2015-02-13,cimplyfive,,,,"suresh senapaty, tv mohandas pai",seed,,2015,2
2964,2015-02-13,20dresses,,,,"srinivas aluri, srinivas modukury, bs nagesh",seed,82970000.0,2015,2
2965,2015-02-13,itzcash,,,,ashok goel (promoter),private equity,1369005000.0,2015,2
2966,2015-02-16,newsinshorts,,,,"tiger global, rebright partners, sachin and binny bansal",private equity,344325500.0,2015,2
2967,2015-02-16,it traveler,,,,ah! ventures,private equity,82970000.0,2015,2
2968,2015-02-17,nextgen,,,,mumbai angels & group of other investors,seed,,2015,2
2969,2015-02-18,wooplr.com,,,,helion venture partners,private equity,414850000.0,2015,2
2970,2015-05-19,springleap,,,,cross border angels,seed,66376000.0,2015,5
2971,2015-02-20,klip.in,,,,"calcutta angels, venture nursery angels mumbai angels",seed,41485000.0,2015,2
2972,2015-02-20,renderlogy,,,,brick eagle,private equity,132752000.0,2015,2
2973,2015-02-21,appbase,,,,"da-iict, techstars, carnegie mellon university, startup brasil program",seed,24061300.0,2015,2
2974,2015-02-23,homelane,,,,"sequoia capital, ranjan pai, mohandas pai & others",private equity,373365000.0,2015,2
2975,2015-02-23,trip38,,,,"interglobe technology quotient, lantern capital",private equity,82970000.0,2015,2
2976,2015-02-23,smartairtrip.com,,,,undisclosed,private equity,829700000.0,2015,2
2977,2015-02-23,nobroker,,,,"saif partners, fulcrum ventures",private equity,248910000.0,2015,2
2978,2015-02-24,caravan craft retail,,,,"unitus seed fund\\nnarayan ramachandran, bijou kurien",seed,41485000.0,2015,2
2979,2015-02-25,squadrun,,,,"amit ranjan, deepinder goyal, zishaan hayath, powai lake ventures",seed,,2015,2
2980,2015-02-25,clonect solutions,,,,"v balakrishnan, t v mohandas pai, bc prabhakar",seed,20742500.0,2015,2
2981,2015-02-25,taxsutra,,,,"v balakrishnan, t v mohandas pai",seed,13275200.0,2015,2
2982,2015-02-25,peppertap,,,,sequoia capital,seed,,2015,2
2983,2015-02-25,sattviko,,,,"sumit jain, rajat jain, sanjay bhasin",seed,26550400.0,2015,2
